EmployeeID,Department,Region_Employment,Education Level,Gender,Recruitment Channel,NO_Trainings_LstYear,Age,previous_year_rating,Service Length,Awards,Avg_Training_Score,Is Promoted
33332,Operations,region_15,,m,sourcing,1,41.0,4.0,11,NO,57.0,NO
58789,Finance,region_11,Bachelor's,f,,1,28.0,3.0,4,NO,63.0,NO
71177,Procurement,region_5,Bachelor's,m,other,1,27.0,,1,NO,70.0,NO
52057,Finance,region_22,Master's & above,m,sourcing,2,39.0,5.0,7,NO,59.0,NO
26585,Technology,region_22,Bachelor's,m,other,1,27.0,5.0,3,NO,83.0,NO
37749,Procurement,region_26,Bachelor's,m,,1,31.0,5.0,4,NO,68.0,NO
2370,Technology,region_26,Bachelor's,m,other,1,33.0,4.0,4,NO,79.0,NO
8219,Analytics,region_5,Bachelor's,m,,1,29.0,5.0,3,NO,80.0,NO
74759,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,26.0,,1,NO,44.0,NO
27395,Procurement,region_15,Bachelor's,m,sourcing,1,37.0,5.0,10,NO,72.0,NO
58536,Finance,region_31,Bachelor's,m,other,2,26.0,1.0,2,NO,,NO
35465,Sales & Marketing,region_7,,f,sourcing,1,24.0,1.0,2,NO,48.0,NO
51756,Operations,region_2,Bachelor's,m,sourcing,2,57.0,4.0,6,NO,58.0,NO
57011,Analytics,region_22,Bachelor's,m,other,2,27.0,5.0,3,NO,87.0,NO
77064,Sales & Marketing,region_22,Bachelor's,m,,1,40.0,2.0,4,NO,47.0,NO
64062,Technology,region_28,Bachelor's,m,sourcing,1,33.0,4.0,4,NO,75.0,NO
47123,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,40.0,5.0,3,NO,47.0,NO
56275,Sales & Marketing,region_1,Master's & above,m,other,1,42.0,5.0,5,NO,51.0,NO
58304,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,33.0,5.0,6,NO,51.0,YES
25014,Technology,region_15,Bachelor's,m,other,1,34.0,3.0,10,NO,80.0,NO
40097,Operations,region_2,Bachelor's,f,other,2,23.0,4.0,2,NO,57.0,NO
23560,HR,region_2,Bachelor's,m,sourcing,1,59.0,4.0,26,NO,52.0,NO
17423,Sales & Marketing,region_2,,m,other,3,24.0,2.0,2,NO,48.0,NO
61758,Analytics,region_2,Bachelor's,m,other,1,,5.0,12,NO,88.0,NO
75009,Procurement,region_17,Bachelor's,f,sourcing,1,50.0,5.0,11,NO,71.0,NO
17876,Procurement,region_13,Master's & above,f,other,1,37.0,4.0,4,NO,71.0,NO
36924,Technology,region_16,Bachelor's,m,sourcing,1,40.0,3.0,11,NO,80.0,NO
50408,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,30.0,3.0,3,NO,49.0,NO
18013,Procurement,region_2,Master's & above,f,sourcing,1,56.0,3.0,12,NO,73.0,NO
24104,Finance,region_2,Bachelor's,m,sourcing,1,20.0,4.0,2,NO,60.0,NO
32083,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,31.0,3.0,8,NO,48.0,NO
38330,Procurement,region_15,Bachelor's,m,sourcing,1,40.0,3.0,12,NO,65.0,NO
33690,HR,region_22,Bachelor's,m,other,1,30.0,1.0,6,NO,50.0,NO
73161,Operations,region_22,Bachelor's,m,,1,39.0,3.0,5,NO,62.0,NO
13596,Analytics,region_31,Bachelor's,m,other,2,26.0,2.0,2,NO,85.0,NO
45709,Sales & Marketing,region_31,Bachelor's,f,other,1,29.0,,1,NO,49.0,NO
32709,R&D,region_22,Master's & above,m,sourcing,1,40.0,3.0,5,NO,84.0,NO
26599,Sales & Marketing,region_16,Bachelor's,m,other,2,27.0,,1,NO,47.0,NO
32656,Sales & Marketing,region_19,Bachelor's,m,other,1,40.0,4.0,7,NO,52.0,NO
17673,Sales & Marketing,region_4,Master's & above,m,other,1,50.0,4.0,17,NO,47.0,YES
3113,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,25.0,3.0,3,NO,53.0,NO
9150,Analytics,region_22,Bachelor's,f,other,1,28.0,,1,NO,80.0,NO
14107,Sales & Marketing,region_1,Master's & above,m,sourcing,1,35.0,4.0,2,NO,52.0,NO
58747,R&D,region_26,Bachelor's,m,other,1,34.0,5.0,5,NO,87.0,NO
3342,Operations,region_13,Master's & above,f,,1,31.0,3.0,3,NO,58.0,NO
77981,Finance,region_22,Bachelor's,m,other,1,27.0,,1,YES,58.0,YES
16502,Sales & Marketing,region_22,Bachelor's,m,,1,27.0,,1,NO,,YES
73729,Procurement,region_10,Bachelor's,m,other,1,30.0,4.0,6,NO,75.0,NO
45624,Analytics,region_31,Bachelor's,m,other,1,30.0,3.0,7,NO,84.0,YES
75677,Operations,region_22,Bachelor's,f,other,1,50.0,5.0,5,NO,59.0,NO
24040,Technology,region_22,Master's & above,m,,1,34.0,5.0,7,NO,78.0,YES
68082,Sales & Marketing,region_2,Master's & above,f,sourcing,1,41.0,1.0,12,NO,52.0,NO
51786,Sales & Marketing,region_16,Bachelor's,m,,1,32.0,4.0,6,NO,44.0,NO
77577,Sales & Marketing,region_7,Bachelor's,m,other,1,50.0,3.0,14,NO,52.0,NO
54782,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38.0,4.0,2,NO,49.0,YES
52368,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,29.0,1.0,5,NO,51.0,NO
75103,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35.0,4.0,3,NO,53.0,NO
7520,Analytics,region_2,Bachelor's,m,,1,25.0,3.0,2,NO,91.0,NO
59147,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30.0,3.0,3,NO,58.0,YES
53092,Technology,region_2,Bachelor's,m,referred,1,47.0,3.0,7,NO,79.0,NO
34564,Operations,region_4,Master's & above,m,,1,35.0,2.0,7,NO,53.0,NO
66013,Sales & Marketing,region_2,,m,sourcing,2,25.0,3.0,2,NO,53.0,NO
77135,R&D,region_22,Bachelor's,m,other,1,36.0,4.0,8,NO,82.0,NO
44575,Legal,region_7,Bachelor's,m,other,1,29.0,,1,NO,65.0,YES
47498,Operations,region_11,Master's & above,f,sourcing,1,42.0,5.0,11,NO,60.0,YES
20798,HR,region_20,Bachelor's,f,sourcing,1,28.0,2.0,6,NO,52.0,NO
69094,Sales & Marketing,region_2,,m,sourcing,1,39.0,1.0,9,NO,49.0,NO
22261,Procurement,region_7,Master's & above,m,,1,32.0,5.0,3,NO,69.0,YES
9589,Sales & Marketing,region_31,Bachelor's,f,other,1,31.0,,1,NO,51.0,NO
62658,Sales & Marketing,region_2,,f,sourcing,1,20.0,,1,NO,55.0,NO
21628,Analytics,region_12,Bachelor's,m,other,1,34.0,3.0,8,NO,85.0,NO
68484,Procurement,region_2,Master's & above,m,sourcing,2,46.0,4.0,3,NO,74.0,NO
44523,HR,region_2,Master's & above,m,other,1,47.0,3.0,7,NO,44.0,NO
35420,Operations,region_2,Bachelor's,f,other,1,44.0,4.0,13,NO,53.0,NO
43923,Analytics,region_14,Bachelor's,m,sourcing,1,31.0,4.0,4,NO,86.0,NO
64109,Technology,region_26,Bachelor's,f,sourcing,1,23.0,,1,NO,77.0,NO
41983,Operations,region_2,Bachelor's,f,,1,33.0,3.0,5,NO,57.0,NO
21440,Sales & Marketing,region_31,Bachelor's,m,other,1,41.0,3.0,12,NO,52.0,NO
51256,Finance,region_2,Master's & above,m,other,1,60.0,5.0,17,NO,59.0,NO
66635,Operations,region_15,Bachelor's,m,other,1,31.0,5.0,4,NO,63.0,YES
16027,Operations,region_26,Bachelor's,f,,1,37.0,3.0,11,NO,57.0,NO
46020,Analytics,region_7,Bachelor's,m,sourcing,2,39.0,3.0,4,NO,83.0,NO
28509,Sales & Marketing,region_7,Bachelor's,m,other,1,40.0,5.0,8,NO,54.0,NO
33587,Sales & Marketing,region_28,Master's & above,m,sourcing,1,42.0,5.0,4,NO,50.0,NO
21387,Operations,region_13,Bachelor's,m,other,1,35.0,4.0,6,NO,57.0,YES
55927,Operations,region_13,Master's & above,f,sourcing,1,41.0,4.0,6,NO,62.0,NO
60763,Procurement,region_2,Bachelor's,f,other,1,0.0,3.0,2,NO,73.0,NO
53167,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,31.0,3.0,4,NO,50.0,NO
32672,Analytics,region_22,Master's & above,m,,1,42.0,2.0,19,NO,79.0,NO
48785,Sales & Marketing,region_22,Bachelor's,m,other,3,29.0,4.0,2,NO,49.0,NO
51444,HR,region_13,Bachelor's,f,other,1,30.0,,1,NO,54.0,NO
75778,Operations,region_2,Bachelor's,m,sourcing,1,41.0,4.0,6,NO,63.0,NO
14141,Sales & Marketing,region_7,Bachelor's,f,other,1,40.0,3.0,2,NO,90.0,YES
17894,Sales & Marketing,region_2,Bachelor's,m,referred,1,34.0,5.0,5,NO,49.0,NO
54380,Sales & Marketing,region_4,Bachelor's,f,other,1,31.0,4.0,2,NO,46.0,NO
51892,Technology,region_2,Bachelor's,m,other,1,27.0,5.0,2,NO,86.0,YES
3625,Procurement,region_21,Bachelor's,m,sourcing,4,30.0,3.0,2,NO,72.0,NO
38771,Procurement,region_23,Bachelor's,f,other,1,27.0,4.0,4,NO,72.0,YES
18959,Technology,region_15,Bachelor's,m,other,4,36.0,4.0,7,NO,82.0,NO
21137,Technology,region_2,Bachelor's,m,sourcing,1,35.0,4.0,6,NO,77.0,NO
26097,Sales & Marketing,region_25,Master's & above,m,other,1,34.0,5.0,7,NO,51.0,YES
38052,Procurement,region_34,Master's & above,m,,1,37.0,5.0,3,YES,92.0,YES
41746,Operations,region_22,Bachelor's,f,sourcing,1,27.0,,1,NO,58.0,NO
72744,Procurement,region_2,Master's & above,m,sourcing,2,47.0,3.0,5,NO,71.0,NO
5461,Analytics,region_8,Bachelor's,m,other,1,28.0,,1,NO,83.0,NO
15227,Procurement,region_27,Master's & above,f,other,1,40.0,5.0,5,NO,68.0,NO
66874,Sales & Marketing,region_27,Bachelor's,f,,1,30.0,,1,NO,50.0,NO
42068,Operations,region_1,Master's & above,m,,1,38.0,5.0,9,NO,,NO
54825,Sales & Marketing,region_25,Bachelor's,m,other,1,30.0,3.0,2,NO,47.0,NO
77709,Sales & Marketing,region_11,Bachelor's,f,sourcing,1,28.0,5.0,3,NO,46.0,NO
43712,Procurement,region_22,Bachelor's,m,sourcing,2,28.0,5.0,4,NO,67.0,NO
74783,Operations,region_29,Bachelor's,m,,1,35.0,4.0,7,NO,58.0,NO
19318,Analytics,region_22,Bachelor's,m,other,1,32.0,3.0,8,NO,89.0,YES
12096,Sales & Marketing,region_26,Master's & above,m,sourcing,1,36.0,5.0,8,NO,50.0,NO
5102,Operations,region_7,Bachelor's,m,sourcing,1,24.0,,1,NO,56.0,NO
29521,Technology,region_15,Bachelor's,m,other,1,27.0,3.0,4,NO,78.0,NO
36371,Finance,region_28,Master's & above,m,other,2,34.0,3.0,7,NO,56.0,NO
51164,Technology,region_14,Bachelor's,f,other,1,31.0,4.0,4,YES,78.0,NO
17812,Technology,region_27,Bachelor's,f,,1,30.0,4.0,2,NO,77.0,NO
7606,Technology,region_29,Bachelor's,f,other,2,30.0,3.0,7,YES,76.0,NO
50593,Finance,region_23,Bachelor's,m,sourcing,1,31.0,,1,NO,56.0,NO
73735,Analytics,region_25,Bachelor's,m,other,1,30.0,5.0,3,NO,84.0,NO
29313,Finance,region_22,Bachelor's,m,sourcing,1,28.0,3.0,2,NO,57.0,NO
40262,Technology,region_2,Bachelor's,m,other,2,28.0,3.0,5,NO,81.0,NO
36904,Sales & Marketing,region_15,Bachelor's,m,,1,29.0,3.0,2,NO,51.0,NO
62552,Sales & Marketing,region_22,Master's & above,m,sourcing,1,46.0,3.0,11,NO,51.0,NO
63285,Technology,region_29,Bachelor's,m,sourcing,1,31.0,5.0,4,NO,80.0,NO
74203,Procurement,region_5,Bachelor's,m,sourcing,1,28.0,1.0,4,NO,72.0,NO
75344,Sales & Marketing,region_4,Master's & above,m,other,1,31.0,4.0,6,NO,50.0,NO
74018,HR,region_7,Master's & above,f,other,1,37.0,3.0,9,NO,48.0,NO
34985,Technology,region_5,Bachelor's,f,other,2,34.0,5.0,8,NO,88.0,YES
35930,Procurement,region_2,Bachelor's,m,sourcing,1,25.0,5.0,3,NO,70.0,YES
6708,Operations,region_22,Master's & above,m,sourcing,1,40.0,4.0,4,NO,57.0,NO
5515,Operations,region_13,Master's & above,m,other,1,43.0,3.0,7,NO,56.0,YES
53373,Operations,region_13,Bachelor's,m,other,1,36.0,1.0,5,NO,56.0,NO
69316,Legal,region_29,Bachelor's,m,sourcing,1,29.0,3.0,3,NO,63.0,NO
41009,Finance,region_13,Bachelor's,m,sourcing,2,35.0,3.0,2,NO,56.0,NO
50622,Analytics,region_25,Master's & above,m,other,1,34.0,5.0,2,NO,84.0,NO
30106,Sales & Marketing,region_16,Bachelor's,f,,1,32.0,4.0,4,NO,,NO
45157,HR,region_4,Bachelor's,m,other,1,27.0,,1,NO,50.0,NO
23523,Technology,region_26,Bachelor's,m,,1,29.0,3.0,5,NO,75.0,NO
74349,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34.0,1.0,4,NO,48.0,NO
70543,Procurement,region_2,Master's & above,m,,1,37.0,5.0,7,NO,70.0,NO
42245,Procurement,region_22,Bachelor's,f,other,1,33.0,3.0,3,NO,73.0,NO
34405,Procurement,region_2,Master's & above,f,other,1,33.0,5.0,4,NO,67.0,NO
4134,Sales & Marketing,region_16,Bachelor's,f,other,1,39.0,1.0,8,NO,,NO
23599,Technology,region_23,Master's & above,m,other,1,34.0,4.0,7,NO,82.0,NO
942,Technology,region_22,Bachelor's,m,,2,32.0,4.0,6,NO,84.0,NO
5281,Sales & Marketing,region_7,Master's & above,m,other,1,34.0,4.0,6,NO,53.0,NO
197,Finance,region_12,Bachelor's,m,other,1,29.0,5.0,6,NO,,NO
37574,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,28.0,1.0,2,NO,50.0,NO
26773,Technology,region_7,Bachelor's,f,other,1,28.0,2.0,5,NO,75.0,NO
70034,Procurement,region_2,Master's & above,f,other,2,35.0,3.0,9,NO,70.0,NO
40565,Technology,region_2,Bachelor's,f,other,2,40.0,3.0,3,NO,86.0,NO
17193,Sales & Marketing,region_2,Bachelor's,f,other,2,27.0,2.0,4,NO,54.0,NO
76550,Procurement,region_22,Bachelor's,f,other,3,26.0,3.0,3,NO,70.0,NO
53841,Operations,region_2,Bachelor's,m,sourcing,1,43.0,2.0,12,NO,57.0,NO
28314,Finance,region_26,Bachelor's,m,other,1,23.0,,1,NO,,NO
30196,Analytics,region_25,Bachelor's,m,sourcing,1,29.0,5.0,6,NO,84.0,NO
29757,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,43.0,3.0,15,NO,51.0,NO
6073,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,27.0,4.0,4,NO,49.0,NO
9863,Procurement,region_27,Bachelor's,m,sourcing,1,26.0,4.0,4,NO,70.0,NO
34306,Procurement,region_13,Bachelor's,f,other,1,31.0,5.0,5,NO,72.0,NO
34041,Operations,region_7,Bachelor's,m,,1,40.0,4.0,11,NO,58.0,NO
21356,Operations,region_15,Bachelor's,f,other,2,39.0,5.0,12,NO,55.0,NO
29540,Operations,region_2,Bachelor's,f,,2,30.0,3.0,6,NO,57.0,NO
51669,Technology,region_2,Master's & above,m,other,1,47.0,4.0,4,NO,77.0,NO
33825,Sales & Marketing,region_17,Bachelor's,m,other,1,34.0,4.0,7,NO,48.0,YES
6254,Operations,region_2,,f,other,1,33.0,4.0,9,NO,64.0,NO
11645,Sales & Marketing,region_23,Master's & above,m,other,1,41.0,5.0,7,NO,51.0,NO
3231,Technology,region_7,Bachelor's,m,other,1,29.0,1.0,4,NO,80.0,NO
7030,Analytics,region_31,Bachelor's,f,other,1,32.0,3.0,4,NO,86.0,NO
54198,Procurement,region_7,Master's & above,f,other,1,47.0,5.0,9,NO,68.0,NO
62293,Operations,region_27,Bachelor's,m,other,1,35.0,4.0,3,NO,65.0,NO
25312,Technology,region_22,Bachelor's,m,other,1,27.0,4.0,2,NO,75.0,NO
75610,Analytics,region_32,Bachelor's,m,,1,29.0,1.0,3,NO,81.0,NO
16518,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,36.0,3.0,9,NO,49.0,NO
42747,Sales & Marketing,region_15,Bachelor's,m,other,2,35.0,1.0,8,NO,39.0,NO
67980,Procurement,region_2,Bachelor's,f,sourcing,2,34.0,3.0,2,NO,70.0,NO
53630,Sales & Marketing,region_23,Master's & above,f,,1,34.0,4.0,5,YES,94.0,YES
72423,Operations,region_2,Master's & above,m,sourcing,1,39.0,3.0,2,NO,60.0,NO
73022,Sales & Marketing,region_25,Bachelor's,m,,1,26.0,5.0,2,NO,51.0,NO
63976,Operations,region_31,Bachelor's,f,sourcing,1,30.0,5.0,4,NO,56.0,NO
60761,Operations,region_16,,f,other,1,31.0,4.0,2,NO,62.0,NO
57228,HR,region_2,Master's & above,m,,1,44.0,5.0,6,NO,48.0,NO
14912,Sales & Marketing,region_1,Bachelor's,m,other,1,38.0,3.0,4,NO,49.0,NO
22725,Technology,region_26,Bachelor's,m,other,1,40.0,1.0,3,NO,78.0,NO
18981,Legal,region_2,Master's & above,m,sourcing,1,50.0,5.0,6,YES,58.0,NO
50845,Procurement,region_19,Master's & above,m,other,1,44.0,3.0,12,NO,70.0,NO
11800,Procurement,region_2,Below Secondary,f,other,1,23.0,1.0,2,NO,69.0,NO
16351,Sales & Marketing,region_7,Master's & above,f,sourcing,1,36.0,1.0,2,NO,53.0,NO
75881,Analytics,region_27,Bachelor's,m,,1,25.0,1.0,4,NO,80.0,NO
73200,Operations,region_28,Bachelor's,m,sourcing,1,34.0,5.0,4,NO,58.0,NO
17833,Analytics,region_4,Bachelor's,m,sourcing,1,28.0,,1,NO,85.0,NO
58338,Analytics,region_1,Bachelor's,m,other,2,30.0,5.0,6,NO,81.0,NO
40187,Procurement,region_12,Bachelor's,m,sourcing,1,35.0,1.0,8,NO,67.0,NO
70193,Analytics,region_6,Bachelor's,m,sourcing,1,33.0,4.0,8,NO,86.0,NO
27188,Analytics,region_13,Master's & above,m,other,1,30.0,3.0,4,NO,80.0,NO
24291,Analytics,region_26,Bachelor's,m,,2,27.0,5.0,3,NO,85.0,NO
43676,Procurement,region_2,Bachelor's,m,other,4,29.0,,1,NO,68.0,NO
52231,Operations,region_2,Bachelor's,m,sourcing,1,43.0,3.0,3,NO,58.0,NO
34241,Analytics,region_22,Bachelor's,m,,2,28.0,3.0,5,NO,86.0,NO
76661,Procurement,region_17,Bachelor's,m,,1,31.0,5.0,3,NO,68.0,NO
50595,Operations,region_2,Bachelor's,f,,1,43.0,4.0,12,NO,58.0,NO
67673,Operations,region_4,Bachelor's,f,other,1,35.0,5.0,9,NO,60.0,NO
10547,Sales & Marketing,region_5,Bachelor's,m,other,2,35.0,3.0,9,NO,49.0,NO
73405,Operations,region_2,Master's & above,m,,1,50.0,3.0,8,NO,59.0,NO
73114,HR,region_17,Bachelor's,f,other,1,26.0,4.0,3,NO,50.0,NO
22572,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,32.0,3.0,5,NO,52.0,NO
62923,Operations,region_13,Master's & above,f,,1,38.0,5.0,2,YES,93.0,YES
57235,Sales & Marketing,region_26,,m,other,1,22.0,4.0,2,NO,51.0,NO
22300,HR,region_20,Bachelor's,m,other,1,28.0,,1,NO,52.0,NO
24090,Procurement,region_14,Bachelor's,f,sourcing,1,37.0,3.0,9,NO,69.0,NO
57298,Analytics,region_2,Bachelor's,m,sourcing,2,54.0,3.0,9,NO,86.0,NO
25629,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,36.0,3.0,8,NO,51.0,NO
71339,Technology,region_6,Bachelor's,m,other,1,35.0,3.0,8,NO,78.0,NO
54714,Analytics,region_29,Bachelor's,m,other,1,39.0,3.0,4,NO,85.0,NO
7390,Operations,region_12,Bachelor's,f,sourcing,1,31.0,5.0,4,NO,63.0,NO
9563,Operations,region_31,Bachelor's,m,other,2,38.0,3.0,7,YES,60.0,NO
39107,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28.0,1.0,2,NO,48.0,NO
19445,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,26.0,2.0,3,NO,52.0,NO
42636,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,29.0,,1,NO,54.0,NO
32557,Analytics,region_20,Bachelor's,m,sourcing,1,30.0,3.0,4,NO,84.0,NO
43396,Operations,region_22,Bachelor's,m,sourcing,2,37.0,2.0,4,NO,57.0,YES
24414,R&D,region_2,,m,other,1,25.0,,1,NO,76.0,NO
63237,Technology,region_22,Bachelor's,m,,1,26.0,4.0,2,NO,82.0,NO
32838,Technology,region_7,Bachelor's,m,other,1,31.0,4.0,4,NO,78.0,NO
23003,Technology,region_14,Bachelor's,f,,1,38.0,5.0,7,NO,82.0,NO
45198,Sales & Marketing,region_13,Bachelor's,m,other,1,39.0,4.0,9,NO,49.0,NO
40376,Sales & Marketing,region_4,Bachelor's,m,other,1,30.0,5.0,4,YES,50.0,NO
60176,Procurement,region_15,Master's & above,f,other,1,34.0,5.0,8,NO,67.0,NO
67652,Procurement,region_23,Master's & above,f,other,1,33.0,3.0,5,NO,72.0,NO
15476,Technology,region_2,Bachelor's,f,other,1,29.0,5.0,3,NO,78.0,NO
55811,Operations,region_2,Bachelor's,m,,1,28.0,4.0,2,NO,,NO
15737,Finance,region_22,Bachelor's,m,,1,24.0,,1,NO,56.0,NO
10058,Analytics,region_22,Bachelor's,m,other,2,26.0,4.0,2,NO,87.0,NO
73435,Legal,region_22,Bachelor's,m,sourcing,1,34.0,5.0,4,NO,64.0,NO
51255,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,35.0,3.0,7,NO,46.0,NO
70060,Technology,region_13,Master's & above,m,other,1,43.0,3.0,14,NO,79.0,NO
51473,Sales & Marketing,region_15,Bachelor's,m,other,1,34.0,1.0,8,NO,39.0,NO
71904,Technology,region_7,Master's & above,f,other,2,38.0,3.0,10,NO,88.0,NO
76080,Operations,region_7,Bachelor's,f,,1,34.0,1.0,5,NO,54.0,NO
33357,Operations,region_22,Bachelor's,m,,1,41.0,4.0,4,NO,63.0,NO
53502,Finance,region_7,Bachelor's,m,sourcing,2,29.0,1.0,4,NO,,NO
26409,Operations,region_2,Bachelor's,m,other,1,33.0,4.0,3,NO,,NO
59608,Sales & Marketing,region_2,Master's & above,f,other,1,41.0,4.0,5,NO,48.0,NO
28687,Operations,region_2,Master's & above,m,,3,38.0,3.0,11,NO,57.0,NO
34312,Procurement,region_2,Master's & above,f,other,2,54.0,4.0,23,NO,66.0,NO
11438,Sales & Marketing,region_13,Master's & above,f,sourcing,2,34.0,2.0,8,NO,49.0,NO
11794,R&D,region_2,Bachelor's,m,,2,26.0,5.0,3,NO,87.0,NO
48756,Operations,region_7,Bachelor's,f,sourcing,1,35.0,5.0,3,NO,59.0,NO
35873,Legal,region_2,Below Secondary,m,other,1,28.0,,1,NO,62.0,NO
13970,Operations,region_33,Master's & above,m,other,1,36.0,3.0,4,NO,60.0,NO
49868,Technology,region_5,Bachelor's,m,other,1,45.0,3.0,15,NO,87.0,NO
25261,Procurement,region_7,Master's & above,m,other,1,38.0,4.0,7,NO,66.0,NO
44536,Sales & Marketing,region_27,Bachelor's,f,other,1,26.0,2.0,4,NO,47.0,NO
55550,Analytics,region_27,,m,sourcing,1,31.0,3.0,4,NO,85.0,NO
27989,Analytics,region_34,Bachelor's,m,sourcing,1,32.0,3.0,7,NO,87.0,NO
12598,Analytics,region_6,Bachelor's,m,sourcing,1,29.0,4.0,4,NO,78.0,NO
32877,Sales & Marketing,region_2,Bachelor's,f,other,1,40.0,3.0,12,NO,50.0,NO
30682,Technology,region_2,Bachelor's,m,,2,29.0,4.0,6,NO,75.0,NO
1829,Analytics,region_28,Bachelor's,m,other,2,31.0,5.0,7,NO,87.0,NO
2177,Finance,region_16,Bachelor's,m,other,1,32.0,5.0,6,NO,58.0,NO
51771,Operations,region_17,Bachelor's,m,other,1,42.0,5.0,11,NO,67.0,NO
26026,Procurement,region_15,Bachelor's,f,sourcing,1,30.0,5.0,3,NO,65.0,NO
64977,Procurement,region_16,Bachelor's,f,other,1,24.0,3.0,2,NO,70.0,NO
44585,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,35.0,3.0,7,NO,56.0,NO
43562,Technology,region_5,Bachelor's,f,sourcing,2,32.0,1.0,3,NO,80.0,NO
56287,HR,region_2,Bachelor's,f,,1,22.0,3.0,2,NO,47.0,NO
19100,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,44.0,5.0,14,NO,48.0,NO
58203,Operations,region_16,Bachelor's,m,other,2,39.0,3.0,9,NO,58.0,NO
12504,Technology,region_7,Bachelor's,f,other,1,46.0,4.0,17,NO,85.0,NO
49126,Technology,region_15,Bachelor's,m,other,1,29.0,2.0,5,NO,77.0,NO
66469,Finance,region_7,Bachelor's,m,other,1,26.0,1.0,3,NO,59.0,NO
53350,Operations,region_23,Bachelor's,m,other,1,35.0,4.0,5,NO,,NO
22031,Procurement,region_2,Bachelor's,f,,1,29.0,4.0,2,NO,95.0,YES
36185,Technology,region_13,Bachelor's,m,,1,30.0,2.0,9,NO,79.0,NO
58415,Sales & Marketing,region_7,Bachelor's,m,other,1,45.0,4.0,5,NO,50.0,NO
71763,Sales & Marketing,region_15,Bachelor's,f,other,1,30.0,1.0,6,NO,47.0,NO
62742,Finance,region_32,Bachelor's,m,sourcing,1,28.0,2.0,4,NO,59.0,NO
33619,Technology,region_2,Master's & above,m,sourcing,1,46.0,5.0,10,NO,76.0,NO
